	id	title	all_artists	popularity	release_date	genre	danceability	energy	key	loudness	mode	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature
169	0GRBFjza23Im7Xb16c9AaK	No Quarter - Remaster	Led Zeppelin	59	1973-03-28	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.33	0.342	11	-14.09	1	0.734	0.671	0.129	0.0795	142.95	422518	4
170	5GtoqO7XBHAtfOLi4H6ENn	Apocalypse 1992	Gloryhammer	0	2015-09-25	{'british power metal', 'symphonic metal', 'comic metal', 'fantasy metal', 'power metal', 'scottish metal'}	0.503	0.977	1	-5.858	1	1.86e-05	0.0744	0.116	0.12	100.026	578982	4
171	5q1vASyFU0R7NohmEORVMJ	Universe On Fire	Gloryhammer	0	2015-09-25	{'british power metal', 'symphonic metal', 'comic metal', 'fantasy metal', 'power metal', 'scottish metal'}	0.341	0.928	2	-5.2	1	3.36e-05	4.33e-06	0.109	0.353	174.859	246493	4
172	7nLCXYFjvl19unUcvXZJ4K	Rise Of The Chaos Wizards	Gloryhammer	0	2015-09-25	{'british power metal', 'symphonic metal', 'comic metal', 'fantasy metal', 'power metal', 'scottish metal'}	0.363	0.958	2	-4.447	1	3.95e-06	0.296	0.163	0.132	179.976	237160	4
173	3Wunwn44wcWRNB4zb03AvA	Since I've Been Loving You - Remaster	Led Zeppelin	48	2007	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.388	0.356	5	-11.187	0	0.00216	0.0762	0.139	0.338	118.199	444800	3
174	1Oui96x92JVAzK4nsoKavW	River Free	Boil The Ocean	0	2017-05-05	{'chill beats'}	0.177	0.0405	6	-22.472	1	0.986	0.683	0.105	0.0399	66.363	173226	4
175	7EFCvwwCeXn5WGcMvqlQvo	Mass (Re-Imagined)	Phoria	35	2018-03-16	{'brighton indie'}	0.186	0.122	7	-19.87	0	0.918	0.914	0.102	0.0349	77.164	212524	4
176	5KXdflxoxCcE9m5F2QoAUY	Over the Hills and Far Away - 1990 Remaster	Led Zeppelin	0	1973-03-28	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.412	0.54	7	-13.897	1	0.0582	0.0717	0.0849	0.299	96.783	289360	4
177	1emJEaD89zDqqY2QdgWiqW	Don’t Stop	Jon Batiste	34	2018-09-28	{'new orleans jazz'}	0.382	0.172	6	-12.637	0	0.95	0.000137	0.117	0.155	77.734	229880	4
178	0Y2SrByf4G3kbq2nBEHQRn	Spirit in the Sky	Norman Greenbaum	0	1996	{'classic rock'}	0.601	0.643	2	-5.828	1	0.112	0.00209	0.088	0.552	128.262	239600	4
179	5qGNpxkebY7iqN6i46dDma	Stick to Your Guns	Julia Nunes	36	2016-08-19	{'abstract hip hop', 'nerdcore', 'indie pop rap', 'nyc pop', 'comic'}	0.462	0.384	5	-13.429	1	0.756	0.00016	0.0858	0.1	77.815	244960	4
180	4ILOGFnSMDzbtn0zXMCFwW	Try Your Wings	Blossom Dearie	39	1997-01-01	{'vocal jazz'}	0.555	0.0287	5	-22.592	1	0.984	0.000146	0.18	0.294	120.47	203733	4
181	0PH9BOy0zeIuxiDuaUYl4P	How Little We Know	Susannah McCorkle	0	1996-01-01	{'vocal jazz', 'contemporary vocal jazz'}	0.597	0.224	1	-12.736	1	0.872	0.0	0.0918	0.406	122.084	220560	4
182	3FZlf7gRTZNyH8NUmwYp41	To the End of the World	Alestorm	0	2017-05-26	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.488	0.985	11	-3.576	1	2.92e-06	0.000421	0.0385	0.244	112.506	403120	3
183	5jLqVCGlKNYrLqCA1Qy4FV	Babylon	David Gray	3	1998-11-02	{'permanent wave', 'neo mellow'}	0.737	0.543	8	-10.403	1	0.0598	0.01	0.103	0.256	112.016	265667	4
184	5qRJZGqWHMpKRxk8rmAVto	Gloomy Sunday	Branford Marsalis	35	2004-01-01	{'jazz saxophone', 'new orleans jazz', 'jazz', 'contemporary post-bop'}	0.421	0.0967	7	-16.441	0	0.91	0.415	0.218	0.183	77.401	763467	4
185	6ybViy2qrO9sIi41EgRJgx	Don't Know Why	Norah Jones	5	2002-02-26	{'jazz pop', 'vocal jazz', 'contemporary vocal jazz'}	0.732	0.198	5	-11.775	1	0.883	1.1e-05	0.0659	0.618	88.174	186147	4
186	3B4q6KbHbGV51HO3GznBFF	What I Got	Sublime	77	1996-07-30	{'rap rock', 'ska mexicano', 'reggae fusion', 'ska punk'}	0.804	0.696	7	-7.47	1	0.00877	0.000985	0.314	0.657	95.721	170907	4
187	19slC7k8bsPOAKDjHYLU2W	Father And Son	Yusuf / Cat Stevens	1	1970-11-23	{'folk', 'classic rock', 'mellow gold', 'british folk', 'singer-songwriter', 'folk rock'}	0.499	0.33	7	-11.467	1	0.589	4.21e-05	0.102	0.395	135.993	221000	4
188	1xD8LOLKZTBWp7SXQrUANX	Cool Cat	Queen	52	1982-05-03	{'glam rock', 'classic rock', 'rock'}	0.822	0.335	1	-12.71	0	0.325	0.000957	0.201	0.9	73.77	209027	4
189	55fg1bDXyNUsY2KaSMNFpA	Open Your Eyes	Snow Patrol	0	2006-01-01	{'neo mellow', 'modern rock', 'permanent wave', 'pop rock', 'irish rock'}	0.518	0.798	7	-6.386	1	0.000762	0.000863	0.101	0.046	130.972	341267	4
190	6XK6Zw6JkFsHXzAcMWNiIr	Send Me On My Way	Rusted Root	72	1994-01-01	{'jam band', 'pittsburgh rock'}	0.5	0.704	0	-8.797	1	0.125	1.79e-05	0.138	0.722	119.463	263360	4
191	4CoSCPlKNrWli7E5kFtbcl	Little Lies - 2017 Remaster	Fleetwood Mac	76	1987-04-13	{'soft rock', 'classic rock', 'album rock', 'yacht rock', 'rock'}	0.64	0.649	2	-10.345	1	0.216	8.3e-05	0.0551	0.865	124.825	221053	4
192	6U4VqEHy4n5VeiH4pQPL24	You're Welcome	Dwayne Johnson	75	2016-11-18	{'meme'}	0.788	0.745	5	-7.072	1	0.29	0.0	0.0373	0.672	135.278	163893	4
193	4lJ6YVXQ0jUk5ILu0PSrA4	Ooh La La	Faces	73	1973	{'country rock', 'glam rock', 'classic rock', 'british blues', 'blues rock', 'roots rock', 'singer-songwriter', 'folk rock', 'psychedelic rock', 'protopunk'}	0.601	0.574	2	-8.166	1	0.579	1.14e-05	0.216	0.8	147.964	214080	4
194	34x6hEJgGAOQvmlMql5Ige	"Danger Zone - From ""Top Gun"" Original Soundtrack"	Kenny Loggins	78	1997-03-25	{'soft rock', 'heartland rock', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'yacht rock', 'new wave pop'}	0.544	0.897	3	-6.056	0	0.241	0.0	0.13	0.647	157.17	215133	4
195	6crfO56bDm0RjpctUuGs5X	I'm In The Mood For Love	Julie London	61	1955-12-01	{'torch song', 'vocal jazz'}	0.58	0.0545	9	-14.594	0	0.963	0.000265	0.0967	0.177	123.341	149827	4
196	7yMSBYlmVEZYZS6V1SLrth	3 Nocturnes, Op. 9: II. Andante	Brigitte Engerer	40	2010-02-09	{'french classical piano', 'classical piano', 'classical', 'polish classical', 'early romantic era'}	0.388	0.0163	10	-26.561	1	0.989	0.918	0.177	0.104	94.445	274040	3
197	6hvFXQ9Kmsabx520Xlu5rK	Spread Your Wings - Remastered 2011	Queen	46	1977-10-28	{'glam rock', 'classic rock', 'rock'}	0.393	0.658	9	-6.474	1	0.281	2.4e-05	0.0642	0.458	174.867	274227	4
198	4OJFkrRQqol4FsPesF8eu4	Saturday in the Park - 2002 Remaster	Chicago	68	1972-07-10	{'soft rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'rock'}	0.67	0.763	7	-6.864	1	0.155	0.0	0.0799	0.61	114.398	235667	4
199	3JOVTQ5h8HGFnDdp4VT3MP	Mad World	Michael Andrews	70	2001-01-01	{'neo mellow'}	0.344	0.0585	3	-17.212	1	0.976	0.000362	0.103	0.323	174.149	189507	4
200	7Hx2EA4wGaxtsiZCVVLV1i	Deacon Blues	Steely Dan	0	1977-01-01	{'soft rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'folk rock', 'rock'}	0.75	0.58	0	-12.475	1	0.437	0.000472	0.105	0.614	115.871	456640	4
201	4hTBjrz9ijmTmfmWZhaQ8Q	Walk the Plank	Alestorm	0	2014-08-05	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.501	0.943	8	-4.303	1	1.42e-05	0.183	0.371	0.418	105.035	246667	4
202	2dgex0FiYtsHguA8D5WScn	Fucked with an Anchor	Alestorm	0	2017-05-26	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.537	0.971	10	-3.926	0	0.000505	0.0	0.117	0.472	76.964	207493	4
203	35cnc4XqirI3CzVMIaQQWP	Mexico	Alestorm	0	2017-05-26	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.573	0.962	1	-3.779	1	6.63e-05	1.08e-06	0.32	0.862	128.009	190333	4
204	4mQHhaQgsJ8fQ9LtS3916H	Hangover (Taio Cruz Cover)	Alestorm	0	2014-08-05	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.634	0.915	6	-4.642	1	0.00413	0.0	0.295	0.751	134.985	221227	4
205	6BFxwgQOv5RZvQngoaQ1ur	Human	Of Monsters and Men	41	2015-06-09	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.521	0.732	4	-5.408	0	0.000783	0.57	0.159	0.185	125.99	237813	4
206	0tuE3l1TPJ9tKG4w63kgtf	Don't Be Nice	Watsky	41	2016-08-19	{'abstract hip hop', 'comic', 'indie pop rap', 'nerdcore'}	0.568	0.764	8	-6.5	1	0.25	0.0171	0.116	0.251	122.752	198067	4
207	2vGniq27SpGmajGsASzNf2	Tiny Glowing Screens, Pt. 3	Watsky	33	2016-08-19	{'abstract hip hop', 'comic', 'indie pop rap', 'nerdcore'}	0.45	0.943	7	-4.438	0	0.349	0.0	0.202	0.21	83.407	232613	4
208	5GWCndQ8ykzf6rYRvwrFcj	Anyone Who Knows What Love Is (Will Understand)	Irma Thomas	58	1966-01-01	{'classic soul', 'new orleans blues', 'louisiana blues', 'southern soul', 'new orleans soul'}	0.595	0.279	2	-12.794	1	0.838	0.00605	0.0841	0.212	92.345	176080	3
209	0shGCs5AkhwJIgUb0SSz2B	The Way You Look Tonight	Frank Sinatra	55	2015-04-21	{'easy listening', 'lounge', 'adult standards'}	0.589	0.369	5	-8.678	0	0.855	0.0	0.352	0.529	132.954	201200	4
210	3I09LQbHS3NSU46Ly3tPpR	Feeling Good	Michael Bublé	68	2005-02-07	{'jazz pop', 'lounge', 'canadian pop', 'adult standards'}	0.535	0.548	1	-6.51	1	0.533	1.48e-06	0.123	0.477	115.144	237333	3
211	5b7OgznPJJr1vHNYGyvxau	Fly Me To The Moon (In Other Words)	Count Basie	74	1962-12-10	{'swing', 'adult standards', 'vocal jazz', 'harlem renaissance', 'jazz', 'easy listening', 'lounge', 'jazz piano', 'big band'}	0.668	0.26	7	-14.256	1	0.453	0.0	0.0621	0.368	119.416	147000	4
212	2EIaO5knwUA3F2qnf9LV3S	Beyond the Sea	Bobby Darin	57	2004-11-23	{'vocal jazz', 'adult standards', 'easy listening', 'rock-and-roll', 'lounge'}	0.521	0.516	2	-7.456	0	0.723	0.0	0.257	0.569	136.483	172480	4
213	0vFOzaXqZHahrZp6enQwQb	Money	Pink Floyd	74	1973-03-01	{'symphonic rock', 'classic rock', 'album rock', 'art rock', 'psychedelic rock', 'rock', 'progressive rock'}	0.468	0.536	11	-10.422	0	0.024	0.00199	0.269	0.785	126.256	382834	1
214	3CNqo3gYrfexdrtjFmC9he	Where Is The Love?	Black Eyed Peas	4	2003	{'dance pop', 'pop rap', 'pop'}	0.834	0.696	5	-3.224	1	0.11	0.0	0.13	0.804	94.09	272533	4
215	7hQJA50XrCWABAu5v6QZ4i	Don't Stop Me Now - Remastered 2011	Queen	76	1978-11-10	{'glam rock', 'classic rock', 'rock'}	0.563	0.865	5	-5.277	1	0.0472	0.000191	0.77	0.601	156.271	209413	4
216	2wroDH1nE0lZFjRyI6lIR6	Black Water	Of Monsters and Men	48	2015-06-05	{'folk-pop', 'modern rock', 'metropopolis', 'stomp and holler'}	0.471	0.592	0	-7.746	1	0.002	0.314	0.0671	0.193	114.975	253293	4
217	4RvWPyQ5RL0ao9LPZeSouE	Everybody Wants To Rule The World	Tears For Fears	90	1985-02-25	{'new wave', 'new romantic', 'permanent wave', 'synthpop', 'sophisti-pop', 'new wave pop', 'rock'}	0.645	0.795	7	-12.095	1	0.347	0.00389	0.104	0.535	112.067	251489	4
218	7IWkJwX9C0J7tHurTD7ViL	When We Were Young	Adele	2	2016-06-24	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.381	0.594	3	-5.97	1	0.348	0.0	0.0925	0.273	143.86	290907	4
219	73EaA3mjNHgsIiFrm2hZzV	Love You True	Lydia Luce	5	2015-10-08	{'indie folk', 'new americana'}	0.502	0.289	2	-11.07	1	0.839	0.000196	0.123	0.351	78.495	233845	4
220	250RLekaiL1q9qZer975Eg	If We Were Vampires	Jason Isbell and the 400 Unit	66	2017-06-16	{'new americana', 'folk', 'roots rock', 'alternative country'}	0.629	0.208	5	-16.225	1	0.824	3.7e-06	0.107	0.685	96.609	215564	4
221	7GqWnsKhMtEW0nzki5o0d8	Killer Queen - Remastered 2011	Queen	72	1974-11-08	{'glam rock', 'classic rock', 'rock'}	0.535	0.65	10	-6.328	1	0.379	0.0	0.14	0.61	117.188	179600	4
222	6VObnIkLVruX4UVyxWhlqm	Skyfall	Adele	82	2012-10-04	{'pop soul', 'uk pop', 'pop', 'british soul'}	0.346	0.552	0	-6.864	0	0.417	0.0	0.114	0.0789	75.881	286480	4
223	7hVhRCDV100Jq26NGR7adw	Good Times Roll	The Cars	66	1978-06-06	{'soft rock', 'new wave', 'new romantic', 'power pop', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'permanent wave', 'synthpop', 'new wave pop', 'rock'}	0.607	0.662	4	-9.456	1	0.0951	8.27e-05	0.125	0.629	107.643	225853	4
224	2WzjSLQwAyDwXqa5A2VCQ6	Let's Go - 2016 Remaster	The Cars	31	2017-07-28	{'soft rock', 'new wave', 'new romantic', 'power pop', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'permanent wave', 'synthpop', 'new wave pop', 'rock'}	0.66	0.882	2	-6.405	1	0.0167	0.028	0.0965	0.914	131.353	213093	4
225	1SRkKyJ2JjMZgyDWC30zKv	My Best Friend's Girl	The Cars	67	1978-06-06	{'soft rock', 'new wave', 'new romantic', 'power pop', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'permanent wave', 'synthpop', 'new wave pop', 'rock'}	0.799	0.608	5	-8.193	1	0.0811	0.0137	0.102	0.963	121.915	223253	4
226	4alHo6RGd0D3OUbTPExTHN	Just What I Needed	The Cars	77	1978-06-06	{'soft rock', 'new wave', 'new romantic', 'power pop', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'permanent wave', 'synthpop', 'new wave pop', 'rock'}	0.619	0.579	4	-9.307	1	0.0152	6.4e-05	0.0858	0.69	127.224	225627	4
227	0hKF8N8aflF1uDzEEnPr2j	Life Is A Highway	Tom Cochrane	64	1992	{'classic canadian rock', 'canadian singer-songwriter', 'mellow gold'}	0.683	0.751	5	-10.184	1	0.0681	8.36e-06	0.248	0.841	103.036	266560	4
228	2lFFiNm0XtgJ6wkdncTB4k	Drive - 2017 Remaster	The Cars	74	1984	{'soft rock', 'new wave', 'new romantic', 'power pop', 'classic rock', 'album rock', 'mellow gold', 'singer-songwriter', 'hard rock', 'permanent wave', 'synthpop', 'new wave pop', 'rock'}	0.261	0.703	6	-7.871	1	0.115	0.00078	0.102	0.405	83.495	234332	4
229	1GCbc1vpkZA2zhjsSFhmHT	Fuck You	Lily Allen	59	2009-01-26	{'dance pop', 'electropop'}	0.775	0.904	1	-4.08	0	0.0271	0.000303	0.06	0.84	130.009	219893	4
230	1I7zHEdDx8Ny5RxzYPqsU2	Reelin' In The Years	Steely Dan	7	1972-01-01	{'soft rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'yacht rock', 'folk rock', 'rock'}	0.523	0.758	2	-9.81	1	0.133	0.0	0.0952	0.766	135.437	277267	4
231	4OMu5a8sFpcRCPCcsoEaov	Babe I'm Gonna Leave You - 1990 Remaster	Led Zeppelin	63	1969-01-12	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.404	0.435	4	-12.045	0	0.246	0.00074	0.156	0.156	136.058	401067	4
232	6golelYKuy85o3u0cxIxFK	The Wire	HAIM	63	2013-09-30	{'indietronica', 'metropopolis'}	0.547	0.635	2	-5.569	1	0.0127	5.01e-06	0.0585	0.525	113.678	245293	4
233	3JLrri1xSCui3bzITDJbkk	The Rain Song - Remaster	Led Zeppelin	61	1973-03-28	{'classic rock', 'hard rock', 'album rock', 'rock'}	0.336	0.318	0	-11.412	1	0.317	0.0716	0.111	0.24	79.66	459094	4
234	3QmesrvdbPjwf7i40nht1D	Everlong - Acoustic Version	Foo Fighters	70	2009-11-03	{'modern rock', 'alternative rock', 'alternative metal', 'permanent wave', 'post-grunge', 'rock'}	0.643	0.344	2	-11.342	1	0.909	0.0112	0.106	0.547	144.171	250907	4
235	2WfaOiMkCvy7F5fcp2zZ8L	Take on Me	a-ha	89	1985-06-01	{'new wave', 'new romantic', 'permanent wave', 'synthpop', 'new wave pop'}	0.573	0.902	6	-7.638	0	0.018	0.00125	0.0928	0.876	84.412	225280	4
236	7GVUmCP00eSsqc4tzj1sDD	Come and Get Your Love - Single Version	Redbone	80	1973-11-01	{'native american', 'native american contemporary'}	0.731	0.804	11	-7.621	0	0.172	0.00028	0.0685	0.957	107.383	205933	4
237	2RlgNHKcydI9sayD2Df2xp	Mr. Blue Sky	Electric Light Orchestra	82	1977	{'soft rock', 'symphonic rock', 'beatlesque', 'glam rock', 'classic rock', 'album rock', 'mellow gold', 'art rock', 'rock'}	0.388	0.338	10	-10.054	1	0.652	3.73e-06	0.248	0.478	177.765	303373	4
238	53eJFr4Mfbw5PXJ01K6cFw	Daughter - Remastered	Pearl Jam	71	1993-10-19	{'alternative rock', 'classic rock', 'alternative metal', 'permanent wave', 'grunge', 'rock'}	0.615	0.702	7	-9.686	1	0.00746	0.00431	0.0608	0.734	96.987	234333	4
239	6AKSrodq9kU9hmTLEeWFFr	Crush	Dave Matthews Band	54	1998-04-28	{'jam band', 'pop rock', 'neo mellow'}	0.564	0.745	0	-6.933	1	0.262	2.78e-05	0.108	0.672	94.044	488734	4
240	1qHXpsRP2gwteJCPUrc9wA	You & Me	Dave Matthews Band	0	2009-06-02	{'jam band', 'pop rock', 'neo mellow'}	0.652	0.627	7	-7.313	1	0.436	8.11e-06	0.0674	0.315	137.867	340533	3
241	2nklcPJ3YhYJfC2ibStXz9	#41	Dave Matthews Band	57	1996-04-30	{'jam band', 'pop rock', 'neo mellow'}	0.577	0.726	4	-8.011	0	0.00199	0.0386	0.158	0.764	107.416	399800	4
242	1HL3yEnYq8LEyFQ3QegA5V	Crash into Me	Dave Matthews Band	68	1996-04-30	{'jam band', 'pop rock', 'neo mellow'}	0.541	0.677	4	-10.764	1	0.122	0.0191	0.0938	0.555	101.1	316467	4
243	6p6TjiJHc1kJQt5dXzkdrs	I Don't Dance	Disney	62	2007-01-01	"{'movie tunes', ""children's music""}"	0.804	0.88	9	-5.061	0	0.00317	0.0	0.226	0.682	104.111	217240	4
244	0SYRVn2YF7HBscQEmlkpTI	Roxanne - Remastered 2003	The Police	0	1978-11-02	{'classic rock', 'permanent wave', 'album rock', 'rock'}	0.608	0.746	0	-8.851	1	0.026	2.39e-06	0.043	0.745	134.03	191947	4
245	3d9DChrdc6BOeFsbrZ3Is0	Under the Bridge	Red Hot Chili Peppers	84	1991-09-24	{'funk rock', 'alternative rock', 'funk metal', 'permanent wave', 'rock'}	0.559	0.345	4	-13.496	1	0.0576	0.000105	0.141	0.458	84.581	264307	4
246	7azKk54xoNtNRv2g7KjGYD	La mer - Beyond the Sea	Stéphane Grappelli	24	2005-10-17	{'swing', 'jazz guitar', 'gypsy jazz', 'french jazz', 'jazz', 'jazz violin'}	0.42	0.339	5	-10.402	1	0.968	0.459	0.0992	0.403	93.959	257680	4
247	5EWPGh7jbTNO2wakv8LjUI	Free Bird	Lynyrd Skynyrd	81	1973-01-01	{'classic rock', 'album rock', 'hard rock', 'southern rock', 'rock'}	0.249	0.834	0	-8.21	1	0.0738	9.48e-05	0.0924	0.338	118.223	547107	4
248	70LC9mcVfFoITE6PAG5s87	Volver A Comenzar	Café Tacvba	52	2007-01-01	{'latin rock', 'latin pop', 'latin alternative', 'mexican rock', 'rock en espanol'}	0.39	0.628	1	-6.274	0	0.00235	0.00109	0.137	0.434	130.023	463960	4
249	3Y8Ff1nH44jFywAtpgmleZ	1979 - Remastered 2012	The Smashing Pumpkins	59	1995-12-12	{'alternative rock', 'spacegrunge', 'alternative metal', 'permanent wave', 'grunge', 'rock'}	0.767	0.787	3	-9.897	1	0.0163	0.583	0.0513	0.964	126.879	266200	4
250	0oBFdZvVdeF0b1zkyrQdqB	Together / Your Hand in Mine (Radio Edit)	Tracey Chattaway	33	2017-01-05	{'focus'}	0.362	0.255	7	-14.254	1	0.839	0.622	0.13	0.114	143.928	296261	3
251	2Sqv9Ne6ibOZsKxY7o0t6t	All the Pretty Girls - Recorded at Spotify Studios NYC	KALEO	50	2016-10-28	{'modern alternative rock', 'icelandic rock', 'icelandic indie'}	0.471	0.273	1	-10.072	1	0.845	0.0	0.12	0.188	138.683	307173	4
252	5oQupzGAfibxxCbUMsRHbr	Back Through Time	Alestorm	0	2011-06-14	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.397	0.976	8	-4.643	1	5.29e-05	0.000205	0.0877	0.242	195.11	303267	4
253	2wvMC5EyaaYQwBfiwwY2xE	Life's Been Good	Joe Walsh	70	1978-06-01	{'soft rock', 'heartland rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'blues rock', 'singer-songwriter', 'hard rock', 'southern rock', 'rock'}	0.505	0.476	2	-12.897	1	0.25	0.00915	0.113	0.542	99.31	536227	4
254	1SQzV8arwSEmshQ2FaMCy1	Cocoon	Jack Johnson	47	2003-01-01	{'neo mellow'}	0.737	0.391	9	-8.735	1	0.417	0.000572	0.133	0.351	76.038	250880	4
255	422qOiUJZCd7SaEyoPAEnQ	Rodeo Clowns	Jack Johnson	61	2003-01-01	{'neo mellow'}	0.85	0.834	1	-5.771	0	0.205	0.174	0.0837	0.771	90.974	158413	4
256	7jE5hACenHaqB8nTBrB0uL	Cookie Jar	Jack Johnson	46	2003-01-01	{'neo mellow'}	0.712	0.714	1	-6.099	0	0.334	0.195	0.106	0.739	151.393	176773	4
257	4c7k0jGOFR1OraHvE3BszV	My Old Man	Mac DeMarco	0	2017-05-05	{'edmonton indie', 'lo-fi indie', 'pov: indie'}	0.658	0.575	1	-11.493	1	0.677	0.253	0.0985	0.832	149.274	221653	4
258	5Hzto0vLxLb8GfkUtu6ZJK	Drink	Alestorm	0	2014-08-05	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.509	0.855	8	-4.567	1	3.72e-05	5.87e-05	0.0808	0.804	160.051	202587	4
259	6RFkVsPmrM4pzlDkFswwJl	God's Gonna Cut You Down	Johnny Cash	65	2006-01-01	{'arkansas country', 'rock', 'outlaw country'}	0.617	0.485	5	-8.227	0	0.868	3.44e-05	0.115	0.845	82.228	158573	4
260	28cnXtME493VX9NOw9cIUh	Hurt	Johnny Cash	76	2002-01-01	{'arkansas country', 'rock', 'outlaw country'}	0.534	0.392	9	-7.636	0	0.649	0.000227	0.0948	0.163	90.379	216533	4
261	4THBm4cHCMTj3QipoxInIB	Sky Could Undress	Balmorhea	0	2017-07-22	{'compositional ambient', 'post-rock', 'melancholia', 'instrumental post-rock', 'pastoral', 'neoclassical darkwave'}	0.422	0.204	9	-16.071	1	0.861	0.931	0.105	0.0398	146.612	248173	4
262	1jnnieDkF1hOlRil2Sgv9i	No Other Way	Jack Johnson	52	2005-01-01	{'neo mellow'}	0.854	0.258	5	-12.851	1	0.491	0.01	0.118	0.424	116.19	189587	4
263	1eKD9sJjMuUdJFX3zhj3RC	Idk Don't Ask	The Six Sevens	12	2017-04-01	set()	0.545	0.781	9	-8.334	1	0.0233	2.14e-06	0.186	0.777	110.073	170155	4
264	2N4idqj9TT3HnH2OFT9j0v	Still Beating	Mac DeMarco	0	2017-05-05	{'edmonton indie', 'lo-fi indie', 'pov: indie'}	0.709	0.496	1	-10.528	0	0.581	0.195	0.151	0.469	78.477	181587	4
265	16n5mZoH64zwoKoVpNplGi	Captain Morgan's Revenge	Alestorm	0	2008	{'british power metal', 'pirate', 'comic metal', 'power metal', 'scottish metal'}	0.512	0.97	8	-4.596	1	6.23e-05	1.69e-05	0.267	0.353	99.971	402685	4
266	7rSERmjAT38lC5QhJ8hnQc	I'm Shipping Up To Boston	Dropkick Murphys	73	2005-07-19	{'boston rock', 'punk', 'boston punk', 'celtic rock', 'celtic punk'}	0.452	0.928	2	-3.133	1	0.000706	0.000637	0.226	0.6	129.188	153600	4
267	4keAoywVf4jxRvXU7ON0hV	Salad Days	Mac DeMarco	0	2014-04-01	{'edmonton indie', 'lo-fi indie', 'pov: indie'}	0.43	0.771	5	-7.176	1	0.0876	0.0239	0.121	0.772	201.001	145893	4
268	6YNMblb8KCYybR74rBvULv	The Next Step	Kamasi Washington	0	2015-05-05	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.35	0.352	10	-11.428	1	0.415	0.783	0.0773	0.113	113.982	888851	4
269	0HRxKhMUnbUkNlthfy638e	Isabelle	Kamasi Washington	0	2015-05-05	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.326	0.426	9	-12.941	0	0.716	0.889	0.113	0.163	133.461	732539	4
270	2oMpRIXgSHpmdOMPLGn4c9	Askim	Kamasi Washington	0	2015-05-05	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.347	0.576	5	-10.094	0	0.0508	0.786	0.112	0.387	107.196	754641	3
271	23cs3f5e8dQ3UUOFHHv4D5	Change of the Guard	Kamasi Washington	0	2015-05-05	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.29	0.765	9	-8.988	0	0.0828	0.863	0.105	0.366	117.986	735808	4
272	2m9qCOrGUqNfi5ssNXktKp	Knowledge	Kamasi Washington	0	2017-09-29	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.217	0.865	3	-6.719	1	0.643	0.761	0.107	0.365	77.548	231941	4
273	7KkpZSHhQXcecsB0Hgu4Wd	Desire	Kamasi Washington	0	2017-09-29	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.306	0.65	0	-10.073	1	0.553	0.776	0.136	0.374	88.088	276910	4
274	5k46C7aYLCMI0YnoQdohZf	Integrity	Kamasi Washington	0	2017-09-29	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.344	0.921	2	-7.421	1	0.546	0.919	0.236	0.408	103.262	227493	4
275	41AtPa0RB4WZxbMag1S5Ym	Truth	Kamasi Washington	0	2017-09-29	{'indie soul', 'jazz', 'contemporary jazz', 'jazz saxophone', 'afrofuturism'}	0.309	0.838	2	-8.134	1	0.0851	0.63	0.143	0.391	115.26	810322	4
